,country,lang,project,id,adm0,adm1,adm2,adm3,adm4,name,address,municipality,lat,lon,lat_int,lon_int,image,commonscat,source,changed,monument_article,registrant_url
0,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001001755,bytearray(b'se'),bytearray(b'se-o'),Skövde,,,[[Vaholms bro]] (Skövde Vaholm 3:1),[[Vaholm]],Skövde,58.58737,14.00023,1172.0,280.0,Tidan vid vaholms brohus.JPG,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_V%C3%A4stra_G%C3%B6talands_l%C3%A4n&oldid=34704927,2016-06-08 06:51:53,Vaholms_bro,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001001755
1,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001107600,bytearray(b'se'),bytearray(b'se-f'),Värnamo,,,[[Bruno Mathssons villa]] (Rolstorp 5:4),"Södrakull, Tånnö",Värnamo,57.06516,14.0398,1141.0,281.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_J%C3%B6nk%C3%B6pings_l%C3%A4n&oldid=33805579,2016-06-08 06:51:51,Bruno_Mathssons_villa,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001107600
2,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001216420,bytearray(b'se'),bytearray(b'se-g'),Tingsryd,,,[[Linneryds kyrkstallar och sockenstuga]] (Linneryd 3:5),,Tingsryd,56.65667,15.13033,1133.0,303.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_Kronobergs_l%C3%A4n&oldid=30292084,2016-06-08 06:51:50,Linneryds_kyrkstallar_och_sockenstuga,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001216420
3,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001274563,bytearray(b'se'),bytearray(b'se-o'),Vänersborg,,,[[Hjobergs krukmakeri]] (Flicksäter 2:23),,Vänersborg,58.52426,12.14671,1170.0,243.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_V%C3%A4stra_G%C3%B6talands_l%C3%A4n&oldid=34704927,2016-06-08 06:51:53,Hjobergs_krukmakeri,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001274563
4,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001297203,bytearray(b'se'),bytearray(b'se-z'),Krokom,,,Fjällglim (Åkersjön 1:37),,Krokom,63.76881,14.06227,1275.0,281.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_J%C3%A4mtlands_l%C3%A4n&oldid=33809899,2016-06-08 06:52:02,,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001297203
5,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001302200,bytearray(b'se'),bytearray(b'se-i'),Gotland,,,[[Briggen 2|Kv Briggen 2]] (Visby Briggen 2),S:t Hansgatan 55,Gotland,57.64253,18.2951,1153.0,366.0,21000001302200 St Hansgatan 55.jpg,Briggen 2,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_Gotlands_l%C3%A4n&oldid=30817085,2016-06-08 06:52:06,Briggen_2,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001302200
6,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001302240,bytearray(b'se'),bytearray(b'se-i'),Gotland,,,[[Briggen 5|Kv Briggen 5]] (Visby Briggen 5),"Specksrum 8, Valvgränd 1",Gotland,57.64229,18.29458,1153.0,366.0,Briggen 5 Specksrum 8 Visby.jpg,Briggen 5,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_Gotlands_l%C3%A4n&oldid=30817085,2016-06-08 06:52:06,Briggen_5,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001302240
7,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001308800,bytearray(b'se'),bytearray(b'se-x'),Söderhamn,,,[[Erik-Anders i Asta]] (Ellne 1:21),,Söderhamn,61.27243,16.99355,1225.0,340.0,Erik-Anders 1.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_G%C3%A4vleborgs_l%C3%A4n&oldid=30647415,2016-06-08 06:52:01,Erik-Anders_i_Asta,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001308800
8,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001434060,bytearray(b'se'),bytearray(b'se-e'),Linköping,,,"[[Konsistoriehuset, Linköping|Domkapitelhuset]] (Aposteln 1)",,Linköping,58.41232,15.61529,1168.0,312.0,Domkapitelhuset.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_%C3%96sterg%C3%B6tlands_l%C3%A4n&oldid=31532679,2016-06-08 06:51:53,"Konsistoriehuset,_Linköping",http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001434060
9,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001439681,bytearray(b'se'),bytearray(b'se-e'),Linköping,,,"[[Biskopsgården, Linköping|Biskopsgården]] (Aposteln 2)",,Linköping,58.41191,15.61684,1168.0,312.0,Biskopsgården.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_%C3%96sterg%C3%B6tlands_l%C3%A4n&oldid=31532679,2016-06-08 06:51:53,"Biskopsgården,_Linköping",http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001439681
10,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001442760,bytearray(b'se'),bytearray(b'se-x'),Ljusdal,,,[[Bommars]] (Letsbo 2:10),,Ljusdal,61.93071,15.87808,1239.0,318.0,Bommars 01.JPG,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_G%C3%A4vleborgs_l%C3%A4n&oldid=30647415,2016-06-08 06:52:01,Bommars,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001442760
11,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001444700,bytearray(b'se'),bytearray(b'se-x'),Gävle,,,[[Lars-Ors i Oppala|Lars-Ors]] (Oppala 5:42),,Gävle,60.76478,17.17123,1215.0,343.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_G%C3%A4vleborgs_l%C3%A4n&oldid=30647415,2016-06-08 06:52:01,Lars-Ors_i_Oppala,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001444700
12,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001445340,bytearray(b'se'),bytearray(b'se-x'),Gävle,,,[[Strömsbro textilfabrik]] (Strömsbro 77:6),[[Strömsbro]],Gävle,60.69818,17.15973,1214.0,343.0,Strömsbro textilfabrik.JPG,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_G%C3%A4vleborgs_l%C3%A4n&oldid=30647415,2016-06-08 06:52:01,Strömsbro_textilfabrik,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001445340
13,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001450740,bytearray(b'se'),bytearray(b'se-x'),Söderhamn,,,[[Västergården i Asta]] (Askesta 5:2),,Söderhamn,61.27408,16.99284,1225.0,340.0,Västergården i Asta 02.JPG,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_G%C3%A4vleborgs_l%C3%A4n&oldid=30647415,2016-06-08 06:52:01,Västergården_i_Asta,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001450740
14,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001453020,bytearray(b'se'),bytearray(b'se-z'),Östersund,,,"[[Östersund-Optand flygfält|Optands krigsflygfält]] (Optand 12:1-2, Ope 9:1, 3:5, 1:6, 1:47, 2:12-13, 4:10-11, 10:1, 2:2, 3:12-13 och 5:39)",,Östersund,63.12672,14.79582,1263.0,296.0,Optands krigsflygfält.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_J%C3%A4mtlands_l%C3%A4n&oldid=33809899,2016-06-08 06:52:02,Östersund-Optand_flygfält,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001453020
15,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001454363,bytearray(b'se'),bytearray(b'se-w'),Falun,,,[[Parlogen i Nyhyttan]] (Nyhyttan 3:7),,Falun,60.49749,15.7988,1210.0,316.0,Nyhyttan-Parbod-frN.JPG,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_Dalarnas_l%C3%A4n&oldid=34054446,2016-06-08 06:52:00,Parlogen_i_Nyhyttan,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001454363
16,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001455100,bytearray(b'se'),bytearray(b'se-w'),Falun,,,"[[Silverhyttan, Falun|Silverhyttan]], [[Vitriolverket, Falun|vitriolverket]] och extraktionsverket med kopparverket och zinkhyttan (Falun 9:13-14)",,Falun,60.61238,15.62091,1212.0,312.0,Vitriolverket Falun 04.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_Dalarnas_l%C3%A4n&oldid=34054446,2016-06-08 06:52:00,"Silverhyttan,_Falun",http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001455100
17,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001468400,bytearray(b'se'),bytearray(b'se-ab'),Nynäshamn,,,"[[15,2 cm batteriet, Landsort|Kustartilleribatteriet på Landsort]] (Landsort 1:1)",,Nynäshamn,58.73975,17.86609,1175.0,357.0,"15,2 cm batteriet, Landsort 2011a.jpg",,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_Stockholms_l%C3%A4n&oldid=35403537,2016-06-08 06:51:57,"15,2_cm_batteriet,_Landsort",http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001468400
18,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001468682,bytearray(b'se'),bytearray(b'se-g'),Tingsryd,,,[[Linneryds sockenmagasin]] (Linneryd 5:89),,Tingsryd,56.65785,15.13158,1133.0,303.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_Kronobergs_l%C3%A4n&oldid=30292084,2016-06-08 06:51:50,Linneryds_sockenmagasin,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001468682
19,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001469500,bytearray(b'se'),bytearray(b'se-z'),Åre,,,[[Åre bergbana]] (Mörviken 1:75 och 2:97),,Åre,63.40179,13.08181,1268.0,262.0,Bergbanan bergstation.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_J%C3%A4mtlands_l%C3%A4n&oldid=33809899,2016-06-08 06:52:02,Åre_bergbana,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001469500
20,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001469820,bytearray(b'se'),bytearray(b'se-z'),Krokom,,,Laxvikens bygdegård (Laxviken 2:25),,Krokom,63.80254,14.71859,1276.0,294.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_J%C3%A4mtlands_l%C3%A4n&oldid=33809899,2016-06-08 06:52:02,,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001469820
21,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001470380,bytearray(b'se'),bytearray(b'se-z'),Strömsund,,,Näsets såg i Rossön (Bodums-Näset),,Strömsund,63.91185,16.29886,1278.0,326.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_J%C3%A4mtlands_l%C3%A4n&oldid=33809899,2016-06-08 06:52:02,,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001470380
22,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001470660,bytearray(b'se'),bytearray(b'se-o'),Ulricehamn,,,[[Vattenverket i Ulricehamn]] (Bogesund 1:88 och 1:253),,Ulricehamn,57.79191,13.41611,1156.0,268.0,"Gamla vattenverket, Ulricehamn 01.JPG",,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_V%C3%A4stra_G%C3%B6talands_l%C3%A4n&oldid=34704927,2016-06-08 06:51:53,Vattenverket_i_Ulricehamn,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001470660
23,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001471720,bytearray(b'se'),bytearray(b'se-o'),Tjörn,,,[[Fjälebro]] (Fjälebro 2:13 och  2:14),,Tjörn,58.06035,11.70238,1161.0,234.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_V%C3%A4stra_G%C3%B6talands_l%C3%A4n&oldid=34704927,2016-06-08 06:51:53,Fjälebro,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001471720
24,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001474580,bytearray(b'se'),bytearray(b'se-o'),Tanum,,,[[Kaptensgården i Grebbestad]] (Grebbestad 7:2),,Tanum,58.69107,11.25605,1174.0,225.0,Kaptensgården i Grebbestad.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_V%C3%A4stra_G%C3%B6talands_l%C3%A4n&oldid=34704927,2016-06-08 06:51:53,Kaptensgården_i_Grebbestad,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001474580
25,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001480420,bytearray(b'se'),bytearray(b'se-c'),Knivsta,,,[[Flottsunds fyr]] (Kungshamn 1-5:1),,Knivsta,59.7862,17.65596,1196.0,353.0,Flottsund lighthouse.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_Uppsala_l%C3%A4n&oldid=30716291,2016-06-08 06:51:46,Flottsunds_fyr,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001480420
26,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001484460,bytearray(b'se'),bytearray(b'se-e'),Ödeshög,,,[[Stora Broby väderkvarn]] (Ödeshög Broby 1:13),,Ödeshög,58.29757,14.6804,1166.0,294.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_%C3%96sterg%C3%B6tlands_l%C3%A4n&oldid=31532679,2016-06-08 06:51:53,Stora_Broby_väderkvarn,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001484460
27,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001499840,bytearray(b'se'),bytearray(b'se-e'),Linköping,,,[[Askeby gästgivaregård]] (Linköping Askeby Östergård 1:1),,Linköping,58.40905,15.85356,1168.0,317.0,Askeby gästgivaregård2.JPG,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_%C3%96sterg%C3%B6tlands_l%C3%A4n&oldid=31532679,2016-06-08 06:51:53,Askeby_gästgivaregård,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001499840
28,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001519600,bytearray(b'se'),bytearray(b'se-e'),Norrköping,,,[[Hofgrens gård]] (Hovgren 1:1),[[Vikbolandet]],Norrköping,58.53793,16.81644,1171.0,336.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_%C3%96sterg%C3%B6tlands_l%C3%A4n&oldid=31532679,2016-06-08 06:51:53,Hofgrens_gård,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001519600
29,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001530460,bytearray(b'se'),bytearray(b'se-d'),Trosa,,,[[Bokö fyr]]kur (Bokö 1:5),,Trosa,58.85229,17.6042,1177.0,352.0,Julaftons fyr i Trosa skärgård för Wikipedia.JPG,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_S%C3%B6dermanlands_l%C3%A4n&oldid=34048636,2016-06-08 06:51:59,Bokö_fyr,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001530460
30,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001530580,bytearray(b'se'),bytearray(b'se-ab'),Värmdö,,,[[Klövholmens fyr]] (Södra Stavsudda 1:44),,Värmdö,59.37187,18.7523,1187.0,375.0,Klövholmen.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_Stockholms_l%C3%A4n&oldid=35403537,2016-06-08 06:51:58,Klövholmens_fyr,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001530580
31,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001530781,bytearray(b'se'),bytearray(b'se-i'),Gotland,,,[[När fyr|Närs fyrplats]] (Närsholmen 1:1),,Gotland,57.21857,18.68127,1144.0,374.0,"Narsholmen fyr, När, Gotland.jpg",,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_Gotlands_l%C3%A4n&oldid=30817085,2016-06-08 06:52:07,När_fyr,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001530781
32,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001531060,bytearray(b'se'),bytearray(b'se-ac'),Umeå,,,[[Bredskärssunds nedre fyr]] (Obbola 23:162),,Umeå,63.66186,20.31368,1273.0,406.0,Bredskärssunds nedre fyr 01.JPG,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_V%C3%A4sterbottens_l%C3%A4n&oldid=34137558,2016-06-08 06:52:03,Bredskärssunds_nedre_fyr,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001531060
33,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001531380,bytearray(b'se'),bytearray(b'se-t'),Hällefors,,,[[Skommerudden]] (Hällefors 9:579),,Hällefors,59.9145,14.52824,1198.0,291.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_%C3%96rebro_l%C3%A4n&oldid=33572717,2016-06-08 06:51:54,Skommerudden,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001531380
34,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001533143,bytearray(b'se'),bytearray(b'se-y'),Sundsvall,,,[[Casselska huset]] (Mercurius 11:1),Stenstan,Sundsvall,62.3905,17.31425,1248.0,346.0,Mercurius 11.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_V%C3%A4sternorrlands_l%C3%A4n&oldid=34277372,2016-06-08 06:52:04,Casselska_huset,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001533143
35,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001534440,bytearray(b'se'),bytearray(b'se-e'),Norrköping,,,[[Viskärs fyrplats]] (Arkö 1:5 och 1:95),,Norrköping,58.48779,16.9902,1170.0,340.0,Viskärs Fyrplats.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_%C3%96sterg%C3%B6tlands_l%C3%A4n&oldid=31532679,2016-06-08 06:51:53,Viskärs_fyrplats,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001534440
36,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001535483,bytearray(b'se'),bytearray(b'se-e'),Valdemarsvik,,,[[Villa Albacken]] (Valdemarsvik 4:60),,Valdemarsvik,58.202,16.61211,1164.0,332.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_%C3%96sterg%C3%B6tlands_l%C3%A4n&oldid=31532679,2016-06-08 06:51:53,Villa_Albacken,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001535483
37,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001536540,bytearray(b'se'),bytearray(b'se-e'),Vadstena,,,[[Hovs skräddaregård]] (Hov 10:5),,Vadstena,58.37858,14.92497,1168.0,298.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_%C3%96sterg%C3%B6tlands_l%C3%A4n&oldid=31532679,2016-06-08 06:51:53,Hovs_skräddaregård,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001536540
38,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001537340,bytearray(b'se'),bytearray(b'se-z'),Berg,,,[[Ovikens prästgård]] (Ovikens prästbord 1:35 och 1:1),,Berg,62.99564,14.39382,1260.0,288.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_J%C3%A4mtlands_l%C3%A4n&oldid=33809899,2016-06-08 06:52:02,Ovikens_prästgård,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001537340
39,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001538203,bytearray(b'se'),bytearray(b'se-z'),Berg,,,[[Tomtangården]] (klövsjö 4:31),,Berg,62.52392,14.18579,1250.0,284.0,Tomtangården (klövsjö 4-31) 2012-09-29 11-00-29.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_J%C3%A4mtlands_l%C3%A4n&oldid=33809899,2016-06-08 06:52:02,Tomtangården,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001538203
40,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001538480,bytearray(b'se'),bytearray(b'se-e'),Åtvidaberg,,,[[Salvedals gamla skjutshåll]] (Borkhult 2:79),,Åtvidaberg,58.28179,16.15139,1166.0,323.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_%C3%96sterg%C3%B6tlands_l%C3%A4n&oldid=31532679,2016-06-08 06:51:53,Salvedals_gamla_skjutshåll,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001538480
41,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001583280,bytearray(b'se'),bytearray(b'se-w'),Rättvik,,,[[Missionshuset i Söderås]] (Söderås 14:18),[[Söderås]],Rättvik,60.84346,15.12427,1217.0,302.0,Missionshuset i Söderås 03.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_Dalarnas_l%C3%A4n&oldid=34054446,2016-06-08 06:52:00,Missionshuset_i_Söderås,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001583280
42,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001583540,bytearray(b'se'),bytearray(b'se-w'),Ludvika,,,[[Nyhammars spannmålsmagasin]] (Saxhyttan 4:411),[[Grangärde]],Ludvika,60.26089,14.97639,1205.0,300.0,Spannmålsmagasinet 2013 03.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_Dalarnas_l%C3%A4n&oldid=34054446,2016-06-08 06:52:00,Nyhammars_spannmålsmagasin,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001583540
43,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001583860,bytearray(b'se'),bytearray(b'se-w'),Hedemora,,,[[Stjärnsunds herrgård]] och [[Stjärnsunds bruk|smedja]] (Stjärnsund 2:10 och 2:26),[[Stjärnsund]],Hedemora,60.43243,16.21279,1209.0,324.0,Stjärnsunds stora herrgård.jpg,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_Dalarnas_l%C3%A4n&oldid=34054446,2016-06-08 06:52:00,Stjärnsunds_herrgård,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001583860
44,bytearray(b'se-bbr'),bytearray(b'sv'),wikipedia,21000001585380,bytearray(b'se'),bytearray(b'se-t'),Nora,,,[[Älvhytte missionshus]] (Älvhyttan 3:6),,Nora,59.44344,14.81729,1189.0,296.0,,,//sv.wikipedia.org/w/index.php?title=Lista_%C3%B6ver_byggnadsminnen_i_%C3%96rebro_l%C3%A4n&oldid=33572717,2016-06-08 06:51:54,Älvhytte_missionshus,http://www.bebyggelseregistret.raa.se/bbr2/anlaggning/visaHistorik.raa?page=historik&visaHistorik=true&anlaggningId=21000001585380
